"Estimated Resident Population by Age and Sex (1991+) (Qrtly-Mar/Jun/Sep/Dec)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","As at","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","0 Years","1 Years","2 Years","3 Years","4 Years","5 Years","6 Years","7 Years","8 Years","9 Years","10 Years","11 Years","12 Years","13 Years","14 Years","15 Years","16 Years","17 Years","18 Years","19 Years","20 Years","21 Years","22 Years","23 Years","24 Years","25 Years","26 Years","27 Years","28 Years","29 Years","30 Years","31 Years","32 Years","33 Years","34 Years","35 Years","36 Years","37 Years","38 Years","39 Years","40 Years","41 Years","42 Years","43 Years","44 Years","45 Years","46 Years","47 Years","48 Years","49 Years","50 Years","51 Years","52 Years","53 Years","54 Years","55 Years","56 Years","57 Years","58 Years","59 Years","60 Years","61 Years","62 Years","63 Years","64 Years","65 Years","66 Years","67 Years","68 Years","69 Years","70 Years","71 Years","72 Years","73 Years","74 Years","75 Years","76 Years","77 Years","78 Years","79 Years","80 Years","81 Years","82 Years","83 Years","84 Years","85 Years","86 Years","87 Years","88 Years","89 Years","90 Years","91 Years","92 Years","93 Years","94 Years","95 Years and Over","Total All Ages"
"2009Q3",63940,64380,63110,59580,58110,58460,57250,56670,58830,60760,59180,59980,59920,60990,62010,61490,63180,63730,64850,64510,62350,61080,58390,56800,56260,55810,55450,54680,54010,53470,53540,52760,53070,53600,55810,57870,59970,63120,64900,63170,63820,62970,62420,62060,62760,64310,66260,66000,64990,62720,60900,58370,57240,56250,53810,52470,50300,49640,48710,48270,47630,47650,48280,41790,39130,36380,32910,35240,34850,32830,29350,27770,25960,24710,22810,22150,21150,20680,20530,19500,18070,17000,15800,14510,13080,11880,10170,9060,7770,6970,4470,3830,3170,2540,1970,4380,4317300
"2009Q4",64070,64430,63940,60280,58540,58140,57690,56560,58400,60730,59950,59370,60050,60920,61950,61290,63060,63330,64370,64850,62900,61290,59110,57090,56590,56140,55910,55680,54080,54020,53780,53230,52790,53960,54890,57520,59610,62560,64550,63760,63710,63600,62140,62190,62610,64100,65910,66260,64960,63700,60730,59200,57250,57000,54170,52670,50600,50140,48590,48670,47540,47800,47940,44350,39750,36660,33760,34280,34860,33470,30050,27960,26390,24950,22950,22490,21020,20690,20240,19730,18140,17210,15670,14620,13220,11870,10380,8960,7740,7090,4690,3910,3100,2600,1990,4400,4332100
"2010Q1",64410,64080,64500,61220,58690,58300,58110,57030,57520,60470,60890,59130,60510,60100,62000,61900,62700,63210,64290,65690,63610,61680,60050,57320,56660,56030,55860,56040,54180,54310,53950,53350,52910,53920,54190,57170,59160,61920,64230,64220,63650,63870,62350,62190,62660,63250,65280,66520,65440,63960,61290,59640,57720,56830,54850,52880,51250,50310,48860,48390,47860,47510,47710,46540,40130,37040,35040,32940,35270,34130,30360,28340,26630,25000,23330,22420,21140,20710,19980,19900,18250,17090,15800,14730,13340,12030,10500,8980,7970,6900,5150,3910,3110,2610,2020,4590,4345700
"2010Q2",64540,63950,64400,62140,59310,58080,58510,57190,57240,59760,61130,59310,60500,60430,61630,62210,62230,63630,63520,65540,64290,61810,59950,57350,56350,55660,55640,55430,54330,53970,53780,53750,52660,53640,53930,56400,58870,61030,63870,64780,63150,63790,62860,62310,62220,62790,64940,65960,65850,64390,61730,60720,57620,56850,55390,53240,51980,49990,49230,48280,48240,47310,47720,47680,40190,38040,36130,32060,35370,34370,31510,28270,26880,25250,23630,22290,21310,20580,20000,19830,18420,17080,16050,14610,13280,12240,10530,9120,8070,6720,5570,3860,3160,2580,2020,4650,4350700
"2010Q3",64400,63990,64440,63260,59650,58300,58580,57460,57050,59170,61250,59600,60440,60420,61370,62520,62090,63530,63750,65450,65200,62370,60840,58020,56260,55830,55480,55400,54660,54070,53890,53940,52900,53230,53810,56010,58160,60190,63270,65030,63340,63900,63040,62400,62070,62670,64210,66080,65760,64840,62480,60740,58130,57090,56050,53620,52320,50210,49540,48580,48140,47540,47480,48010,41600,38930,36140,32640,34840,34410,32350,28880,27250,25430,24090,22170,21520,20500,19910,19780,18600,17160,16000,14730,13410,12010,10740,9110,8060,6770,5960,3750,3170,2580,2020,4650,4362700
"2010Q4",64060,64090,64460,63950,60270,58620,58230,57870,56880,58740,61070,60330,59720,60500,61300,62350,61800,63450,63410,64830,65600,63120,60840,58690,56530,56060,55590,55460,55550,54000,54290,54100,53280,52860,54080,55100,57730,59720,62690,64640,63850,63790,63610,62120,62130,62510,63940,65700,65980,64780,63470,60530,58930,57030,56820,53960,52490,50460,50010,48490,48500,47450,47590,47740,44150,39560,36440,33460,33920,34430,32970,29600,27420,25900,24350,22300,21840,20380,19970,19490,18840,17210,16200,14640,13540,12130,10820,9320,7970,6780,6040,3970,3240,2510,2070,4690,4373900
"2011Q1",63600,64350,64080,64400,61160,58700,58350,58200,57180,57780,60750,61180,59450,60940,60540,62270,62530,62990,63020,64930,66420,63580,61100,59390,56600,55920,55320,55160,55690,54110,54360,54310,53360,52900,54000,54270,57300,59230,62070,64210,64250,63710,63820,62310,62070,62530,63050,65050,66240,65220,63640,61050,59340,57440,56590,54590,52690,51070,50150,48740,48280,47750,47340,47510,46330,39940,36790,34750,32620,34850,33600,29860,27810,26100,24420,22700,21780,20500,19930,19240,19030,17360,16060,14810,13610,12190,10980,9380,7970,6980,5890,4310,3240,2490,2070,4800,4382500
"2011Q2",62800,64520,63840,64240,62060,59290,58020,58510,57320,57430,60030,61370,59590,60830,60850,61890,62720,62630,63390,63930,66170,64210,61080,59130,56640,55610,54930,54960,55090,54290,54070,53980,53770,52580,53720,53970,56490,58950,61100,63850,64800,63120,63750,62770,62190,62060,62570,64700,65650,65580,64030,61400,60390,57250,56590,55070,53030,51830,49830,49040,48190,48080,47170,47520,47460,40030,37750,35840,31740,34960,33840,30930,27740,26300,24710,22990,21670,20670,19790,19210,18970,17470,16070,14990,13570,12120,11160,9410,8100,7020,5760,4640,3170,2550,2030,4840,4384000
"2011Q3",62310,64380,63870,64200,63080,59520,58120,58520,57450,57170,59330,61450,59790,60720,60770,61710,63020,62270,63570,64090,65790,64930,61620,59860,57190,55600,55110,54760,55040,54570,54200,54040,53900,52750,53250,53850,56030,58180,60230,63170,64970,63270,63830,62920,62280,61850,62360,63920,65770,65390,64480,62090,60360,57770,56790,55760,53380,52140,50070,49370,48460,47970,47390,47270,47840,41450,38610,35850,32300,34450,33910,31770,28330,26650,24840,23430,21500,20830,19740,19090,18910,17610,16160,14930,13660,12250,10890,9640,8010,7020,5760,4970,3010,2560,1980,4820,4392000
"2011Q4",61560,63910,63910,64240,63720,60110,58390,58060,57790,56810,58790,61330,60410,59920,60880,61640,62780,61980,63410,63660,65200,65230,62240,59940,57790,55770,55300,54820,54990,55270,54030,54340,53930,53120,52810,54020,55110,57690,59710,62640,64530,63750,63670,63480,62000,61880,62240,63720,65360,65590,64410,63050,60120,58580,56690,56530,53690,52280,50330,49820,48350,48350,47310,47370,47580,43940,39260,36080,33140,33490,33940,32410,29010,26820,25330,23700,21640,21120,19630,19130,18590,17880,16230,15100,13590,12390,10980,9650,8180,6880,5790,5030,3200,2590,1920,4900,4399400
"2012Q1",61230,63490,64070,63830,64180,60970,58410,58150,57990,57110,57850,60920,61310,59590,61300,60910,62750,62690,62850,63610,65110,65850,62510,60080,58280,55860,55150,54690,54690,55480,54070,54380,54130,53160,52740,53950,54220,57270,59210,62020,64050,64200,63470,63700,62160,61810,62190,62770,64700,65820,64850,63200,60620,59000,57130,56300,54300,52530,50910,49990,48600,48130,47610,47110,47370,46120,39600,36470,34400,32200,34370,33040,29290,27210,25520,23780,22010,21050,19760,19130,18390,18000,16370,15030,13730,12520,11040,9820,8250,6910,5960,4940,3500,2590,1940,4950,4406500
"2012Q2",61190,62690,64240,63650,63960,61790,58980,57810,58330,57190,57430,60170,61550,59740,61110,61330,62350,63010,62340,63810,64160,65510,62910,59990,58090,55810,54880,54380,54550,54890,54260,54140,53750,53630,52540,53660,53930,56470,58890,61180,63760,64770,62990,63570,62600,61970,61740,62260,64300,65260,65160,63690,60970,60020,56990,56360,54810,52870,51690,49690,48930,48030,47920,47050,47340,47240,39740,37380,35470,31360,34470,33270,30390,27180,25700,24060,22290,20950,19950,19010,18320,18000,16480,15090,13840,12510,10970,10010,8270,7000,5970,4810,3790,2510,2000,4970,4408100
"2012Q3",61010,62150,64100,63670,63980,62770,59250,57860,58360,57300,57150,59450,61610,59970,61010,61300,62270,63290,62280,63850,64170,65240,63590,60330,58640,56360,54860,54620,54250,54900,54440,54210,53830,53670,52640,53200,53870,56040,58170,60320,63170,64940,63200,63640,62870,62050,61570,62000,63540,65390,64930,64120,61710,60030,57480,56560,55470,53170,52020,49920,49250,48330,47770,47280,47100,47660,41140,38270,35450,31930,33920,33370,31200,27750,26030,24220,22730,20790,20080,19020,18180,17970,16600,15160,13800,12540,11100,9720,8480,6920,5960,4810,4030,2390,2010,4890,4415600
"2012Q4",61720,61470,63710,63690,63970,63470,59800,58130,57950,57640,56830,58850,61440,60630,60130,61300,62260,63060,62140,63670,63890,64600,64180,61150,58990,56950,55220,54920,54460,54850,55260,54010,54120,53750,52990,52760,54100,55110,57820,59790,62680,64500,63750,63540,63320,61860,61650,61840,63380,65010,65130,63970,62730,59790,58260,56500,56220,53470,52170,50200,49690,48240,48170,47200,47210,47420,43680,38900,35740,32730,33020,33450,31820,28450,26200,24670,23020,20900,20360,18940,18230,17720,16860,15190,13970,12490,11200,9830,8490,7050,5870,4820,4070,2560,2040,4870,4425900
"2013Q1",61140,61330,63350,63920,63620,63950,60660,58110,58000,57920,57070,57900,61020,61510,59850,61760,61650,63120,62620,63460,63960,64560,64860,61600,59370,57680,55500,54850,54580,54580,55620,54180,54160,54020,53070,52770,54060,54320,57380,59420,62120,64080,64290,63460,63550,62120,61620,61850,62490,64390,65450,64480,62870,60330,58710,56910,56010,54110,52410,50770,49860,48470,47950,47480,46950,47180,45860,39300,36140,34020,31760,33870,32480,28770,26560,24880,23080,21280,20300,19030,18220,17520,17000,15370,13970,12540,11360,9850,8660,7110,5900,4950,4010,2810,2020,4950,4436000
"2013Q2",60270,61360,62540,64280,63480,63820,61570,58750,57690,58240,57220,57510,60350,61710,59980,61560,62000,62870,62920,63130,64400,63910,64820,62250,59530,57790,55740,54790,54540,54630,55160,54570,54050,53710,53610,52600,53800,54130,56640,59190,61370,63820,64890,63060,63440,62580,61920,61470,61970,64060,64990,64870,63340,60740,59720,56760,56170,54590,52710,51520,49600,48810,47900,47750,46940,47130,46990,39440,37120,35090,30930,33980,32710,29850,26580,25040,23380,21550,20210,19160,18190,17420,17060,15400,14060,12670,11370,9800,8820,7120,5990,5000,3920,3060,1970,5010,4442100
"2013Q3",59420,61280,62210,64170,63590,63920,62620,59160,57790,58310,57410,57280,59590,61720,60170,61470,61960,62690,63460,62870,64450,64330,64810,63360,60380,58820,56720,55200,55260,54840,55410,54990,54570,54110,53990,52890,53480,54200,56360,58570,60650,63360,65140,63450,63650,62920,62040,61510,61790,63470,65230,64700,63870,61480,59780,57330,56370,55270,53050,51820,49860,49180,48180,47650,47130,46880,47400,40790,37930,35080,31530,33370,32850,30560,27180,25410,23500,21980,20030,19320,18200,17280,17050,15560,14120,12640,11440,9950,8610,7370,5930,5010,3980,3290,1880,5050,4457900
"2013Q4",58600,62070,61630,63840,63770,63990,63420,59820,58140,58000,57770,57030,59060,61560,60730,60490,61940,62740,63260,62860,64520,64410,64670,64380,61580,59710,57730,56190,55790,55550,55730,56160,54710,54700,54240,53460,53270,54520,55500,58280,60240,63140,64800,64180,63750,63480,61960,61670,61790,63380,64970,65100,63890,62510,59650,58190,56370,56060,53400,52030,50150,49630,48120,48020,47070,46990,47140,43330,38520,35370,32320,32500,32870,31210,27890,25580,23960,22300,20170,19540,18090,17360,16770,15870,14170,12860,11360,10150,8730,7400,6060,4950,4080,3320,2060,5060,4477400
"2014Q1",58140,61540,61610,63640,64190,63780,64040,60830,58340,58140,58190,57350,58310,61320,61710,60310,62430,62330,63600,63900,64540,64920,65250,65770,62710,60680,59290,56830,56220,56130,55970,56900,55260,55140,54920,53860,53490,54690,54880,58050,60040,62700,64600,64800,63890,63910,62360,61790,61970,62590,64510,65520,64450,62760,60270,58700,56890,55880,54010,52300,50740,49820,48400,47800,47330,46730,46850,45480,38910,35740,33580,31300,33270,31850,28170,25980,24190,22390,20510,19500,18210,17360,16580,15990,14280,12890,11420,10300,8770,7590,6160,5010,4160,3300,2270,5130,4501100
"2014Q2",58530,60520,61820,62950,64560,63750,64050,61820,59020,57990,58510,57640,57980,60680,61890,60510,62150,62650,63510,64500,64590,65480,65110,65970,63860,61190,59780,57650,56710,56360,56490,56780,55920,55350,54880,54670,53540,54620,54890,57320,59900,62060,64510,65480,63700,63930,62980,62150,61660,62210,64270,65140,64930,63330,60700,59740,56870,56020,54500,52630,51440,49580,48760,47710,47540,46680,46760,46520,39040,36610,34620,30420,33390,32050,29210,25990,24370,22660,20790,19410,18340,17300,16430,16030,14340,12950,11580,10280,8770,7770,6180,5080,4180,3250,2470,5110,4516500
"2014Q3",58290,59800,61830,62740,64580,63940,64220,62900,59490,58180,58640,57850,57820,60070,62040,60830,62180,62760,63570,65200,64810,65850,66110,66630,65390,62360,61200,59020,57400,57280,56880,57220,56560,55990,55480,55080,53940,54530,54970,57110,59380,61400,64160,65850,64110,64270,63350,62350,61720,62070,63720,65430,64910,63930,61450,59830,57490,56310,55160,53040,51780,49840,49090,47980,47500,46860,46530,46880,40390,37480,34550,31030,32780,32210,29980,26540,24730,22780,21200,19270,18480,17290,16270,15960,14480,13020,11480,10320,8890,7560,6340,5040,4190,3270,2590,5030,4540300
"2014Q4",58520,59080,62590,62250,64370,64170,64400,63680,60150,58600,58370,58280,57530,59600,62010,61350,61240,62690,63720,64920,65050,65990,66360,66930,66680,63940,62180,60350,58610,57930,57660,57640,57850,56170,56150,55530,54620,54320,55410,56360,59120,61020,63900,65540,64850,64310,64070,62420,61910,62080,63660,65240,65350,64000,62590,59760,58340,56430,55900,53360,52090,50130,49600,47970,47870,46870,46610,46620,42830,38000,34890,31810,31900,32240,30560,27240,24890,23250,21560,19350,18710,17210,16340,15670,14740,13050,11660,10200,8990,7660,6410,5100,4110,3310,2660,5150,4564400
"2015Q1",58880,58660,62100,62300,64080,64600,64160,64360,61210,58780,58600,58660,57980,58920,61910,62370,61200,63260,63360,65440,66070,66160,67060,67910,68200,65310,63210,62170,59380,58700,58400,57940,58470,56820,56640,56210,55030,54590,55690,55840,58900,60840,63550,65390,65440,64510,64500,62790,62150,62240,62940,64760,65760,64570,62830,60400,58820,57030,55720,53940,52410,50660,49800,48350,47620,47080,46420,46380,44840,38410,35260,33010,30720,32600,31160,27510,25320,23450,21570,19710,18680,17300,16340,15490,14870,13180,11690,10280,9080,7750,6560,5160,4170,3390,2610,5320,4591900
"2015Q2",58870,59020,61290,62450,63580,65080,64140,64370,62200,59460,58510,58900,58320,58670,61280,62590,61420,63020,63520,65320,66360,66140,67290,67820,68550,66560,63780,62710,60400,59320,58830,58770,58440,57610,56940,56270,55990,54620,55710,55830,58210,60740,62850,65330,66180,64350,64470,63450,62540,61940,62620,64510,65450,65060,63410,60860,59860,57060,55910,54460,52720,51380,49560,48730,47500,47370,46290,46350,45910,38550,36100,34040,29880,32730,31350,28510,25280,23650,21850,20010,18560,17450,16270,15370,14930,13200,11800,10380,9090,7700,6730,5230,4190,3410,2570,5490,4609400
"2015Q3",59180,58840,60700,62530,63430,65100,64340,64580,63370,59930,58700,59110,58440,58500,60790,62910,61820,62950,63730,65160,67130,66440,67720,68910,69260,68220,65120,64090,62050,60180,59990,59210,59020,58360,57560,57010,56420,55170,55740,55910,57990,60250,62240,65060,66530,64710,64870,63830,62820,62050,62470,64040,65690,65100,64060,61580,59970,57670,56300,55030,53170,51770,49820,49080,47740,47280,46550,46110,46370,39870,36960,34000,30480,32110,31490,29230,25810,24020,21920,20360,18480,17570,16290,15230,14760,13370,11850,10310,9160,7750,6540,5370,4160,3410,2560,5490,4636300
"2015Q4",59140,59080,59980,63490,62980,64940,64590,64800,64180,60650,59130,58960,58820,58200,60390,63040,62250,62050,63560,65210,66910,66750,67850,69320,69800,69800,67060,65230,63640,61500,60710,60140,59690,59640,57740,57690,57050,55910,55560,56420,57320,59970,61920,64840,66260,65560,64880,64630,62910,62220,62450,63990,65470,65590,64180,62670,59900,58510,56590,55680,53470,52180,50040,49530,47810,47610,46560,46220,46110,42260,37460,34370,31250,31250,31500,29740,26520,24110,22420,20720,18520,17820,16210,15310,14550,13560,11950,10480,9060,7850,6620,5400,4250,3350,2610,5660,4663700
"2016Q1",59340,59530,59570,63160,63090,64820,65100,64630,64850,61800,59430,59210,59290,58680,59890,63110,63390,62190,64100,64950,67300,67590,67880,69700,70760,71410,68520,66260,65560,62450,61540,60950,60240,60390,58550,58300,57700,56430,55960,56690,56900,59900,61800,64470,66180,66100,65190,65080,63320,62500,62650,63310,65090,66020,64780,62890,60620,58980,57220,55620,54000,52500,50580,49740,48210,47390,46810,46070,45950,44270,37890,34720,32440,30140,31830,30330,26760,24580,22630,20690,18880,17830,16310,15330,14390,13720,12080,10520,9130,7970,6700,5520,4300,3420,2700,5780,4695000
"2016Q2",59400,59550,59980,62440,63340,64400,65620,64590,64920,62840,60140,59140,59530,59130,59630,62450,63710,62490,63860,65180,67050,67890,67620,69720,70680,71510,69820,66840,66030,63620,62140,61520,61180,60500,59480,58530,57840,57470,55990,56860,56970,59240,61700,63770,66260,66900,65020,65040,64060,62870,62340,63030,64840,65770,65240,63510,61030,60010,57200,55950,54470,52850,51320,49510,48620,47330,47050,45930,45940,45340,38050,35560,33440,29300,31950,30570,27760,24550,22780,20990,19140,17720,16520,15300,14340,13760,12050,10670,9240,8000,6580,5670,4370,3440,2720,5890,4714100
"2016Q3",59950,59900,59920,61810,63540,64350,65690,64840,65130,63990,60730,59420,59840,59230,59550,62110,64170,62890,63690,65170,66790,68270,67800,69590,71480,71950,71310,68130,67180,65190,63030,62650,61690,61020,60410,59210,58620,57910,56600,56990,57120,59000,61240,63210,66070,67270,65440,65420,64410,63200,62390,62890,64340,66010,65360,64110,61700,60130,57840,56420,54970,53310,51750,49800,48980,47570,47000,46240,45620,45810,39350,36410,33430,29860,31380,30700,28470,25070,23170,21120,19450,17630,16630,15360,14200,13620,12220,10730,9180,8060,6650,5540,4470,3430,2750,5940,4741200
"2016Q4",60180,59910,60220,61150,64490,63910,65670,65060,65420,64800,61460,59850,59710,59580,59200,61640,64340,63090,62810,64830,66780,67930,67960,69520,71770,72300,72590,69980,68260,66810,64320,63370,62480,61780,61680,59540,59350,58550,57280,56890,57490,58470,61000,62870,65840,67080,66290,65490,65180,63400,62530,62860,64390,65740,65860,64270,62750,60080,58650,56770,55550,53560,52150,50010,49460,47650,47360,46230,45760,45530,41690,36880,33870,30600,30570,30750,28990,25800,23320,21580,19780,17580,16920,15250,14220,13440,12400,10820,9290,7980,6760,5620,4490,3500,2720,6090,4767600
"2017Q1",60030,59990,60770,60720,64200,64050,65590,65690,65310,65470,62600,60250,59920,60020,59730,61190,64490,64290,62860,65290,66110,68120,68690,69420,71850,73200,74000,71260,69130,68770,65210,64030,63300,62380,62400,60420,59960,59290,57840,57260,57850,57980,60980,62680,65380,67080,66780,65770,65650,63820,62790,62990,63710,65360,66300,64880,62960,60800,59120,57380,55520,53960,52530,50510,49690,48050,47120,46430,45580,45370,43670,37350,34150,31750,29490,31060,29530,25980,23850,21750,19820,17900,16940,15350,14210,13230,12540,10960,9380,8000,6840,5660,4620,3540,2740,6280,4796700
"2017Q2",60150,59970,60760,61180,63460,64350,65200,66240,65240,65530,63630,60910,59910,60140,60180,60960,63800,64710,63150,65010,66100,67770,68540,69100,71600,72950,73970,72510,69830,69110,66440,64760,63830,63330,62430,61320,60170,59520,58910,57290,58090,58030,60270,62640,64650,67120,67590,65610,65620,64540,63200,62640,63390,65110,66040,65340,63580,61150,60090,57350,55890,54380,52780,51260,49460,48430,47050,46700,45480,45360,44680,37510,34910,32740,28660,31180,29730,26920,23810,21890,20110,18150,16740,15540,14180,13150,12480,10900,9520,8050,6880,5580,4730,3600,2760,6400,4813600
"2017Q3",59730,60570,60890,61190,62970,64560,65110,66340,65490,65740,64720,61490,60210,60510,60200,60890,63430,65160,63550,64620,66170,67210,68720,69060,71220,73440,74180,73930,70830,70090,68070,65680,64910,63650,63040,62140,60970,60290,59320,57920,58230,58110,59980,62120,64050,66990,67880,66020,66020,64860,63570,62700,63210,64650,66190,65490,64220,61690,60240,57890,56460,54760,53240,51610,49690,48830,47210,46610,45740,45040,45190,38730,35720,32740,29110,30630,29780,27600,24250,22320,20150,18440,16620,15590,14230,13030,12290,11050,9500,7980,6880,5610,4560,3640,2740,6380,4836300
"2017Q4",59920,60670,60830,61540,62210,65530,64720,66280,65730,65970,65410,62220,60560,60450,60330,60460,62940,65320,63620,63710,65930,67190,68310,68980,70890,73580,74400,75090,72590,70910,69450,66750,65500,64390,63710,63400,61170,60980,60000,58640,58070,58500,59400,61900,63680,66770,67710,66840,66010,65700,63810,62820,63150,64640,65890,66090,64320,62760,60170,58600,56890,55280,53450,52020,49860,49340,47280,46970,45760,45150,44860,41040,36170,33190,29830,29790,29840,28050,24920,22460,20580,18800,16560,15910,14180,13040,12160,11160,9620,8110,6820,5750,4640,3630,2800,6480,4859500
"2018Q1",59930,60480,60980,62010,61760,65240,64840,66190,66270,65900,66050,63270,60940,60690,60730,60980,62460,65480,64760,63600,66360,66630,68580,69580,70480,73480,75250,76280,73680,71610,71440,67540,66190,65140,64340,64070,62110,61510,60700,59220,58460,58890,58900,61810,63470,66250,67730,67360,66220,66160,64200,63120,63210,63960,65560,66490,64920,62950,60850,59040,57490,55290,53810,52320,50350,49510,47780,46690,45930,45000,44700,42960,36660,33420,31000,28680,30210,28540,25080,22980,20770,18780,16850,15890,14340,13070,11960,11270,9760,8190,6850,5770,4690,3750,2810,6690,4886100
"2018Q2",59530,60520,60890,61880,62210,64430,65170,65820,66700,65790,66060,64290,61620,60630,60900,61360,62240,64770,65100,63880,65980,66600,68020,69360,70110,72970,74990,76120,74990,72120,71600,68760,66950,65650,65260,64220,63010,61680,60950,60200,58530,59110,58970,61100,63460,65480,67830,68120,66030,66130,64900,63480,62840,63710,65270,66240,65410,63600,61160,60040,57400,55720,54220,52550,51050,49320,48090,46590,46220,44880,44700,43920,36850,34180,32010,27880,30320,28800,25960,22920,20970,19070,17110,15710,14480,13080,11950,11200,9670,8370,6880,5760,4630,3810,2840,6760,4900600
"2018Q3",59250,60180,61380,61950,62200,63990,65380,65720,66850,66080,66270,65310,62190,60820,61300,61290,62060,64260,65580,64240,65510,66920,67570,69470,70070,72520,75170,76270,76230,72960,72370,70240,67730,66490,65480,64790,63820,62350,61690,60590,59090,59260,59120,60830,62950,64800,67690,68380,66450,66430,65110,63830,62830,63360,64740,66300,65530,64240,61630,60170,57910,56430,54530,53060,51420,49540,48520,46770,46100,45210,44430,44470,38070,35030,32080,28380,29860,28930,26690,23380,21390,19110,17430,15620,14610,13190,11880,11080,9840,8330,6850,5820,4600,3700,2940,6850,4921300
"2018Q4",58940,60270,61600,61770,62550,63200,66320,65340,66900,66340,66560,65990,62900,61220,61100,61320,61600,63680,65740,64220,64590,66750,67640,69020,69960,72120,75180,76290,77070,74610,72970,71550,68590,67030,66110,65350,65050,62520,62280,61160,59790,59150,59430,60200,62680,64340,67370,68170,67240,66260,65960,63940,62840,63210,64700,65920,66040,64370,62660,60090,58530,56840,55120,53310,51870,49630,49030,46910,46460,45260,44580,44190,40370,35450,32610,29160,29040,29040,27150,24020,21540,19600,17770,15550,14900,13150,11950,10950,9950,8420,6990,5720,4740,3730,2890,7020,4941200
"2019Q1",59360,60280,61360,61860,63050,62750,66030,65530,66880,66940,66490,66620,63970,61690,61440,61690,62120,63180,65980,65440,64310,67110,67130,69330,70310,71480,74790,76840,77850,75500,73370,73260,69150,67600,66670,65820,65580,63610,62730,61840,60300,59470,59790,59740,62510,64110,66760,68170,67760,66480,66400,64280,63090,63250,63960,65560,66400,64890,62860,60760,58930,57430,55220,53670,52190,50100,49220,47420,46280,45440,44440,44130,42250,35970,32810,30350,28000,29410,27660,24190,22070,19840,17780,15840,14900,13300,12020,10790,10040,8590,7090,5760,4760,3780,2970,7160,4965300
"2019Q2",59640,59840,61400,61880,62880,63260,65210,65930,66620,67410,66470,66700,65020,62370,61370,61890,62370,63010,65150,65840,64430,66530,66990,68810,70070,71000,74300,76430,77370,76850,73870,73300,70250,68300,67030,66600,65660,64490,62900,62160,61330,59470,60050,59790,61790,64030,65960,68240,68520,66300,66340,64940,63440,62860,63660,65220,66150,65290,63480,61100,59980,57370,55690,54180,52550,50870,49070,47830,46240,45790,44390,44190,43280,36190,33530,31350,27200,29540,27940,25030,22070,20000,18070,16090,14700,13420,12000,10820,9980,8490,7250,5810,4750,3730,3030,7210,4979200
"2019Q3",60010,59690,61010,62510,62930,63350,64780,66270,66510,67690,66810,67020,66120,62990,61640,62410,62270,62840,64780,66490,64990,66130,67340,68510,70550,71240,73940,76800,77950,77990,74980,74180,71930,69080,67990,67020,66170,65340,63790,62990,61770,60090,60220,60000,61530,63500,65320,68090,68820,66790,66680,65240,63840,63010,63450,64780,66360,65520,64220,61660,60200,57990,56460,54630,53100,51460,49370,48310,46530,45790,44770,43970,43850,37460,34350,31450,27710,29080,28070,25750,22470,20460,18110,16470,14570,13580,12040,10750,9810,8640,7170,5790,4830,3750,2940,7290,5006900
"2019Q4",60260,59380,61190,62750,62760,63740,64080,67180,66150,67780,67130,67380,66790,63670,62040,62220,62330,62340,63910,66530,65190,65190,67190,68870,70610,71700,74160,77460,78510,79330,76960,75070,73520,70160,68760,67800,66860,66620,64170,63740,62510,60950,60180,60470,61060,63280,64940,67910,68620,67730,66630,66300,64140,63100,63520,64940,66230,66310,64600,62930,60410,58890,57240,55480,53690,52210,49690,49110,46890,46360,45020,44310,43790,39850,34940,32040,28570,28360,28300,26260,23190,20640,18640,16840,14560,13840,12060,10790,9710,8750,7320,5900,4760,3880,2960,7380,5040400
"2020Q1",59710,59930,61370,62680,63050,64350,63780,67050,66530,67890,67870,67470,67530,64870,62630,62690,62770,62880,63860,67010,66750,65490,68430,69000,71730,72920,74420,77960,79880,80960,78440,76210,75710,71090,69600,68720,67630,67350,65300,64380,63420,61580,60690,60870,60700,63330,64880,67350,68720,68220,66970,66810,64630,63470,63660,64350,65920,66890,65280,63220,61230,59440,57990,55690,54190,52690,50420,49430,47500,46350,45320,44290,43820,41860,35550,32310,29780,27410,28730,26800,23340,21220,18910,16820,14870,13780,12270,10820,9610,8850,7450,5960,4790,3880,3030,7550,5082800
"2020Q2",59390,60070,60790,62620,62960,63940,64240,66090,66830,67490,68290,67260,67490,65850,63120,62320,62930,63030,63580,66070,66950,65650,67720,68750,71080,72590,73800,77330,79420,80400,79530,76460,75590,72180,69990,68930,68210,67300,65920,64310,63480,62500,60520,61000,60660,62540,64720,66580,68680,68940,66710,66770,65260,63820,63210,64100,65570,66620,65710,63840,61510,60410,57870,56120,54670,52990,51200,49240,47910,46290,45670,44180,43970,42910,35820,33060,30810,26660,28830,27140,24170,21200,19150,17090,15160,13670,12390,10890,9690,8760,7420,6180,4840,3900,3000,7710,5090200
